article_text,paragraphs,article,n_characters,news_site,article_text_eng
"A Néppárt elnökének véleménye azért változott meg, mert évek óta próbálkozik hatalomra jutni Lengyelországban, ez viszont nem sikerül neki, Magyarország pedig a hatalmon lévő valódi konzervatív pártot, a Jog és Igazságosságot támogatja. Tusk már többször is megmutatta, hogy mennyire gyűlöli Magyarországot, áprilisban a koronavírushoz hasonlította Orbán Viktort és a magyarokat, de hasonlóan vélekedett Nagy-Britanniáról és Donald Trump amerikai elnökről is.",9,9,459,Origo,"The opinion of the President of the People's Party has changed because he has been trying to gain power in Poland for years, but he does not succeed, and Hungary supports the true conservative party in power, Law and Justice. Tusk has shown several times how much he hates Hungary. In April, he compared Viktor Orbán and the Hungarians to the coronavirus, but he also shared similar views about Britain and US President Donald Trump."
"Embertelen, hogy az Európai Unió éppen most, a veszélyhelyzet idején kezd el ideológiai harcot folytatni a konzervatív értékrendekkel szemben és próbálja meg politikai feltételekhez kötni a jogszerűen járó pénzügyi támogatásokat. Ráadásul a most megálmodott mechanizmusnak semmilyen jogi alapja nincs.",10,9,301,Origo,"It is inhumane for the European Union to start an ideological struggle against conservative values at this time of emergency and to try to impose political conditions on legally due financial assistance. Moreover, the mechanism we have just dreamed of has no legal basis."
"Nyilvánvaló, hogy melyek lesznek azok a kérdések, amelyeket feltételként fognak támasztani a támogatások utalásához.",11,9,116,Origo,"Obviously, what will be the issues that will be put as a condition for the transfer of aid."
Ezek,12,9,4,Origo,These
"A Soros György által pénzelt erők számára a migránskérdés továbbra is az egyik legfontosabb dolog, most a támogatások megvonásával szeretnék kizsarolni azt, hogy Magyarország migránsokat engedjen be. ",13,9,200,Origo,"For the forces funded by George Soros, the migrant issue remains one of the most important things, and now I want to exorcise Hungary's letting migrants in by withdrawing subsidies."
"A magyar kormány ennek nem enged, ezért döntött a brüsszeli vétó mellett.",14,9,73,Origo,"The Hungarian government does not allow this, which is why the veto in Brussels has decided."
"A bevándorláspárti milliárdos szerint Magyarország és Lengyelország annak ellenére vétózta meg az uniós költségvetést, hogy annak ők a legnagyobb kedvezményezettjei. Soros úgy véli, az EU-nak nem szabad kompromisszumot kötni a jogállamiság ügyében.",1,10,248,Origo,"According to the pro-immigration billionaire, Hungary and Poland vetoed the EU budget even though they are the largest beneficiaries. Soros believes that the EU should not compromise on the rule of law."
"Publicisztikát jelentetett meg a Project Syndicate nevű oldalon Soros György, a magyar származású amerikai bevándorláspárti milliárdos, tőzsdespekuláns. Írásában – amelyet Soros blogja, a 444.hu szemléz, vette észre a Mandiner – leszögezi, hogy az Európai Unió nem engedhet Magyarország és Lengyelország zsarolásának.",2,10,317,Origo,"George Soros, the Hungarian pro-immigration billionaire, a Hungarian pro-immigration billionaire and stock market, published publicistics on the Project Syndicate page. The Mandiner noticed in his writing, which was surveyed by Soros's blog, 444.hu, states that the European Union cannot succumb to the blackmail of Hungary and Poland."
"Ismeretes, a két ország megvétózta az Unió tervezett 1150 milliárd eurós költségvetését és a 750 milliárd eurós segélyalapját a kifizetésekkel összekötött, rendkívül homályos „jogállamisági mechanizmus"" miatt. Soros szerint mindez annak ellenére történt, hogy a lengyelek és a magyarok a csomag „legnagyobb kedvezményezettjei"".",3,10,327,Origo,"It is known that the two countries vetoed the EU's planned budget of €1150 billion and the €750 billion aid fund because of the extremely vague 'rule of law mechanism' linked to payments. According to Soros, this happened despite the fact that Poles and Hungarians are the “largest beneficiaries” of the package."
"Soros szerint a jogállamiság e két ország tekintetében nem valami elvont, elméleti kérdés, hanem nagyon is gyakorlati akadály a két ország vezetőinek, elsősorban Orbán Viktor „személyes és politikai korrupciójának"". A milliárdos azonban úgy véli, a mechanizmus létezése már tény. Tehát az ő értelmezésében, ha a lengyel és a magyar vétó miatt el is bukik az EU költségvetési tervezete, akkor az év végén lejáró költségvetés él tovább, kiegészítve azzal, hogy a jogállamisági szabályok megsértői nem juthatnak támogatáshoz.",4,10,522,Origo,"According to Soros, the rule of law in relation to these two countries is not an abstract, theoretical issue, but a very practical obstacle for the leaders of the two countries, in particular Viktor Orbán's “personal and political corruption”. However, the billionaire believes that the existence of the mechanism is already a fact. So, in his interpretation, if the Polish and Hungarian veto fails the EU's draft budget, the budget expiring at the end of the year will continue to live, supplemented by the fact that the violators of the rule of law cannot obtain aid."
"Orbán rendszerét „gondosan kimunkált kleptokráciaként"" jellemzi, amely „csupaszra rabolta"" az országot. „Nehéz megbecsülni az összeget, amivel családját és barátait gazdagította, de sokuk rendkívüli módon meggazdagodott"" – írja. A „rablásra"" példát is hoz. Az állami vagyon közvetetten az ő irányításuk alatt álló magánalapítványokba tereléséről megjegyzi, hogy ezek alaptörvénybe emelésével garantálta, hogy csak kétharmados többséggel lehet ezt a vagyont visszavenni. De lopásként említi azt is, hogy a hatalomhoz közeli cégeken átfolyatott és megdézsmált pénzen vettek több mint 16 ezer lélegeztetőgépet, bőven többet annál, ahány intenzív ágy és lélegeztetőgépet kezelni képes egészségügyi személyzet van az országban.",5,10,722,Origo,"Orbán's system is characterised as a “carefully worked out kleptocracy” which “robbed” the country. “It is difficult to estimate the amount with which he has enriched his family and friends, but many of them have become extremely rich”, he writes. He also brings an example of “robbery”. The indirectly diversion of state assets into private foundations under their control notes that by introducing them into the fundamental law, he guaranteed that only a two-thirds majority of these assets could be reclaimed. But it also mentions theft that money flowed through companies close to power bought over 16,000 ventilators, more than the number of intensive beds and ventilators in the country."
"„Az EU nem engedheti meg magának a kompromisszumot a jogállamisági záradék ügyében. Hogy hogyan reagál az Orbán és Kaczynski jelentette kihívásra, az meghatározza, hogy képes lesz-e az értékeihez hű nyitott társadalomként túlélni"" – zárja cikkét a bevándorláspárti milliárdos.",6,10,276,Origo,"“The EU cannot afford to compromise on the rule of law clause. How he responds to the challenge posed by Orbán and Kaczynski determines whether he will be able to survive as an open society loyal to his values,” concludes the pro-immigration billionaire."
Szentkirályi Alexandra kormányszóvivő és Gulyás Gergely Miniszterelnökséget vezető miniszter tartja a szokásos csütörtöki Kormányinfót.,1,11,135,Origo,Government Spokesperson Alexandra Szentkirályi and Minister of the Prime Minister's Office Gergely Gulyás will hold the usual Thursday Government Info.
