article_text,paragraphs,article,n_characters,news_site
"A lengyel szenátus felszólította a kormányt, hogy vonja vissza az uniós költségvetés elleni vétó-kísérletet, írja az Euronews. A szenátus szerint ugyanis ez ellentétes a lengyel érdekekkel. A javaslatot egy szavazatnyi többséggel fogadták el a lengyel ellenzéki képviselők. ",1,7,274,444
"
A szenátus határozata nem kötelező a kormányra nézve, és a lengyel parlament alsó háza a múlt héten ezzel ellentétes határozatot hozott. A",2,7,139,444
"Mateusz Morawiecki lengyel miniszterelnök szerdán amúgy elutasította Ursula von der Leyen bizottsági elnök Európai Parlament plenáris ülésén tett javaslatát arról, hogy az uniós költségvetési feltételrendszerről szóló lengyel és magyar kételyeket az Európai Unió Bírósága elé vigyék.",3,7,283,444
"Morawiecki csütörtökön amúgy Budapestre látogat, hogy Orbán Viktorral egyeztessen, ezzel a találkozóval részletesen foglalkozunk majd a nap folyamán. ",4,7,150,444
"Az uniós költségvetés és a jogállamiság-mechanizmus körüli vitákról, illetve a magyar-lengyel vétófenyegetésről korábban hosszabban is írtunk. ",5,7,143,444
"„A tárgyalások utolsó fázisában vagyunk, mindnyájan tudjuk, hogy nem könnyű. De teljesen biztos vagyok benne, hogy a következő napokban döntéseket hozunk az európai uniós költségvetésről és a helyreállítási alapról is, képesek leszünk felszabadítani a pénzeket” - mondta kedden Heiko Maas német külügyminiszter.",1,8,311,444
"Az Európai Tanács soros elnöki tisztségét betöltő német kormány illetékese tehát optimistán látja a helyzetet, amit a magyar és a lengyel vétó idézett elő. A két ország azért állította le a költségvetés elfogadását, mert rajtuk kívül az összes többi ország megszavazta, hogy a támogatási pénzek befagyasztásával is számon lehessen kérni a tagállamok kormányain a jogállamiság rombolását.
",2,8,388,444
"Amikor Varga Judit igazságügyi miniszter megerősítette a magyar vétót, a belga és a dán jogállamiság miatt aggódott. A magyar kormány azt kommunikálja, hogy az Európai Parlament és szinte az összes tagállam által támogatott, hosszas tárgyalások során kialkudott jogállamisági mechanizmus valójában a migránsok befogadásáról szól.   ",3,8,332,444
"Az EPP európai parlamenti frakcióvezetője a 
flamand De Standaardnak adott interjújáben beszélt arról, hogy ha nem lenne járvány, az Európai Néppárt (EPP) politikai gyűlése már döntött volna a Fidesz kizárásáról.",1,9,212,444
"Az EPP tagsága még tavaly márciusban függesztette fel a Fidesz tagságát, majd idén februárban abban maradtak, hogy érvényben hagyják a Fidesz tagságának felfüggesztését, és majd 2021 első felében megvitatják, hogy milyen a Fidesz viszonya a párt által képviselt értékekhez.",2,9,273,444
"Weber most arról beszélt, hogy 
a pártcsaládban érlelődik a döntés, Orbán Viktor a vétója miatt folyamatosan veszít a támogatottságából. Beszélt arról is, hogy a néppárti frakció nem hajlandó újratárgyalni a jogállami feltételrendszerről a kormányokkal kötött megállapodást. A demokratikus értékek tiszteletben tartását garantáló rendelet nélkül az Európai Parlament nem fogja jóváhagyni az 1800 milliárd eurós költségvetési és gazdasági segélycsomagot. (via Népszava) ",3,9,469,444
"Lengyelország azt reméli, hogy folytatódik a kompromisszumkeresés a hétéves uniós keretköltségvetés és a helyreállítási alap ügyében, jelentette be Krysztof Szcserski, lengyel elnöki kabinetfőnök és külügyi államtitkár pénteken. Kompromisszum keresésére amúgy azért van szükség az uniós költségvetés ügyében, mert Lengyelország és Magyarország vétóval fenyegetőzik. A két ország, ahol az elmúlt években komoly tempóban bontják le a jogállami kereteket, legyen szó az alkotmánybíróság bíráinak kormányhoz hű bírákra cseréléséről, mint Lengyelországban, vagy az alkotmány folyamatos, a kormány igényei szerinti átírásáról, mint Magyarországon, azt kifogásolja, hogy az Európai Bizottság és az Európai Parlament egyetértésével az uniós támogatások kifizetését az EU jogállamisági feltételeinek teljesüléséhez kötnék.",1,10,813,444
"A helyzet faramuciságát jelzi, hogy Szcserski, miközben kompromisszumkeresésről beszélt, egyben azt is közölte, hogy az EU soros német elnökségének el kellene ismernie vétójuk létjogosultságát. (Via MTI)",2,10,203,444
"Orbán Viktor a péntek reggeli Kossuth Rádió-interjúban – amellett, hogy Soros György szerinte a világ legkorruptabb embere – arról is beszélt, hogy a múlt héten Magyarország kint volt az EU nélkül önállóan a pénzpiacon, 30 évre vettünk fel több mint 2,5 milliárd eurónyi, azaz kb. 900 milliárd foritnyi hitelt. Ahhoz, hogy Magyarország egy politikai vitát jól álljon, ahhoz stabil pénzügyi alapok kellenek – mondta a miniszterelnök, aki szerint a pénz egy része fejlesztésekre, a másik korábbi adósságok törlesztésére megy. Említette, hogy
az ország Kínából meg más ázsiai országokból is be tudna vonni hiteleket.",1,11,613,444
,2,11,0,444
"A miniszterelnök a felvett hitelt, amit 87 éves koráig törleszthet az ország, sikerként értékelte: „Jól láthatóan ma Magyarország gazdasági megítélése még a nyugati piacokon is olyan stabil, hogy ilyen forrásokhoz tudunk jutni. (…) Magyarország ma olyan lábakon áll, ez nem 2008 meg 9, még itt a szocialista kormány időszaka, amikor térdre estünk a válság első szelétől vagy fuvallatától, olyan erős lábakon állunk, hogy Magyarország bármilyen nehéz időszakot saját gazdasági megbízhatóságának, erejének köszönhetően nemcsak átvészel, hanem közben fejlődni is tud.”",3,11,565,444
Pedig Orbán korábban egyáltalán nem volt ilyen optimista a hosszú távú hitelekkel kapcsolatban.,4,11,95,444
"A 2008-as gazdasági világválság idején, ellenzékből azt mondta az Inforádióban, hogy Magyarország a világ egyik legrosszabbul kormányzott országa, ezért nem tudtuk önerőből kivédeni a világválság hatásait. A parlament előtt lévő költségvetési tervezet kezelés helyett félrekezeli a bajokat, mi vagyunk az egyetlen EU-tagország, aki a válságra megszorításokkal válaszol, és ha Magyarország a jövőben is hitelekből, és nem a gazdasági növekedésből állít elő forrásokat, állandó adósrabszolgaságban marad – mondta a Fidesz elnöke.",5,11,527,444
"Orbán akkor úgy értékelte, olyan hatalmas adósságot veszünk az IMF-hitellel a nyakunkba, amit még az unokáink is nyögni fognak, ezért minden magyar embernek alkotmányos joga, hogy megtudja, milyen feltételekkel készül felvenni a hitelt a kormány. (Amikor Orbán 2014-ben Vlagyimir Putyin orosz elnökkel megállapodott arról, hogy a 12 milliárd eurós atomerőmű-bővítés 80 százalékára az orosz állam ad kölcsönt, nem lettek nyilvánosak a visszafizetés feltételei.)",6,11,460,444
"2016-ban azt mondta, amikor állítólag végre visszafizettük az IMF-hitelt (amit valójában az EU-nak fizettünk vissza), hogy „este minden magyar családnak jó oka van arra, hogy kinyisson egy jó üveg vörösbort és koccintson a haza egészségére”.",7,11,241,444
Sőt Orbán még idén áprilisban is így nyilatkozott:,8,11,50,444
"„Kedden fogjuk bemutatni, azt hiszem, a magyar gazdaságtörténet legnagyobb gazdaságélénkítési tervét, ami négy fejezetből áll. Az első a munkahelyek megőrzése, a második az új munkahelyek teremtése, tehát óriási erőkkel dolgozunk azon, és nagy erőket szeretnék mozgósítani, hogy részben megvédjük azt, ami még megvédhető, de azonnal támadjunk, és hozzunk létre minél több új munkahelyet. És ezt fogja elősegíteni majd az akciótervünk. Ha nem ezt tesszük, akkor segélyalapú gazdaság lesz, akkor hiteleket kell felvenni, leginkább külföldről, és bekanyarodunk abba az utcába, aminek a végén ott vár bennünket az IMF, meg a Soros György-féle pénzügyi spekulánsok. Azt javaslom, hogy ezt ne tegyük. Tehát, úgy küzdjünk meg ezzel a válsággal, hogy ne adjuk fel a céljainkat, ne adjuk fel azt, amit elértünk, ne adjuk fel Magyarország függetlenségét, ne adjuk fel a munkaalapú gazdaságot, és ne adjuk fel a büszke élet lehetőségét se.(…)Én szívesen osztogatok pénzt, de hol van az a pénz? Tehát itt látom, mindenki beszél, ellenzéki térfélen különösen valami európai uniós pénzekről. Én egy fillért nem látok ebből. Ezek tényszerűen nem igaz állítások. Ingyen pénz sosincs. Pénzt lehet osztogatni, de minden pénzt előbb vagy utóbb meg kell termelni. Ha először osztottad szét, akkor utána kell megdolgozni érte, de olyan, hogy ajándékként, munka nélkül, erőfeszítés nélkül pénzhez juthasson egy közösség, és azt csak úgy szétoszthassa, olyat még a világ nem látott. Hitelből lehet, de akkor a végén te fogod a hitel árát megfizetni, és az mindig sokkal többe kerül, mintha dolgoztál volna. Ez a szabály, amit az életemben megtanultam.”",9,11,1629,444
"Egy hétre rá is
azt mondta,
hogy ugyan Brüsszel engedné most a költségvetési hiány megnövelését, de Magyarország ragaszkodik ahhoz, hogy a hiányunk 3 százalék alatt maradjon, ugyanis nagy ára lesz az eladósodásoknak, akik most nyakló nélkül élnek ezzel a lehetőséggel, azokat pár hónap múlva a hitelezők és a spekulánsok dróton fogják rángatni.",10,11,344,444
"Április vége felé arról beszélt, hogy megszületett az új Soros-terv, „ez a II. Soros-terv, ez a 2-es számú Soros-terv az én fejemben”: Soros arról írt, hogy speciális finanszírozás kell, az EU vegyen fel nagy kölcsönöket, amiket aztán fizetnünk kell, amíg élünk, „a kamatot szeretik ők nagyon”.",11,11,294,444
"A Bloomberg ugyanekkor arról írt, hogy a 2010-es hatalomváltás utáni „gazdasági szabadságharc” egyik fontos eleme éppen a külföldi hitelezők kiszorítása volt, és az elmúlt 10 évben a magyar állam felére csökkentette a devizaadósságát, de a koronavírus miatti helyzetben a gazdaságélénkítő csomag szükségessége miatt a kormány összesen 4 milliárd euró értékben bocsát ki kötvényt idén, ami a legmagasabb érték 2013 óta.",12,11,418,444
Júliusra viszont megváltozott Orbán a véleménye a hitelfelvételről.,13,11,67,444
"Azt mondta: „Tehát szeretném aláhúzni, hogy nem miattunk van szükség egy új, extra európai pénzügyi tervre. Erre a tervre azért van szükség, mert vannak az unión belül olyan országok, akik nem tudják ellenőrzés alatt tartani az államadósságukat, és eladósodtak. És a kérdés az, hogy tudunk-e segítséget nyújtani ezeknek az országoknak. És bár Magyarország ösztönösen ellenzi a közös hitelfelvételt, de belátjuk, hogy most vannak országok, akiknek segítségre van szükségük, és ezért elfogadjuk az uniónak a megközelítését, hogy hitelt vegyünk föl.”",14,11,547,444
"A múlt héten a Reuters írta meg, hogy Magyarország összesen 2,5 milliárd euró értékben adott el 10 és 30 éves devizakötvényeket, amikre több mint ötszörös kereslet volt. Az Államadósság Kezelő Központ Zrt. anyagában előtte még 2 milliárdos terv szerepelt – írta a Portfolio.",15,11,274,444
"A tárgyalásokon kívül egyelőre nem keresnek más megoldást a jogállamisághoz kötött uniós költségvetés-tervezet elfogadására, hangzott el Európa kormányfőinek csütörtök esti videókonferenciáján.",1,12,193,444
Angela Merkel német kancellár a konferencián a jogállamisághoz között hétéves költségvetésről azt mondta:,2,12,105,444
"„Egyértelművé tettem, hogy szerintem jó és kiegyensúlyozott kompromisszumot találtunk a javaslattal.”Hozzátette, hogy továbbra is tárgyalnak a javaslatcsomagot megvétózó Lengyelországgal és Magyarországgal, és egyelőre nem keresnek más megoldást a költségvetési csomag és a mentőcsomag elfogadására. Ursula von der Leyen, a bizottság elnöke szerint nagy szükség lenne a gyors megegyezésre, mert komoly a válság.",3,12,411,444
"„Ha engem kérdezne arról, hogyan kell megoldani ezt a problémát, akkor azt mondanám, hogy kérdezze meg azt a kettőt, ők hogyan akarják megoldani” - fogalmazta meg sarkos véleményét a holland kormányfő, Mark Rutte.",4,12,213,444
"Orbán Viktor péntek reggel a Kossuth-rádióban azt mondta, hogy Soros György „utasításokat ad tulajdonképpen a brüsszeli bürokratáknak, hogy most akkor mit kell tenni”, ugyanakkor szerinte természetes, hogy a költségvetési viták késhegyig mennek. (via 24.hu)",5,12,257,444
"Masszív sorosozással indította péntek reggelt Orbán Viktor a Kossuth Rádióban. Az uniós költségvetés megvétózárásáról és a jogállamisági feltételekről szóló vitát Magyarország miniszterelnöke röviden úgy értékelte: „„Hát Soros György fenyegeti Magyarországot meg Lengyelországot.”  Később kibontotta, hogy ezzel Soros György publicisztikájára utalt, ami szerinte tele van fenyegetéssel és zsarolással. „Utasításokat ad tulajdonképpen a brüsszeli bürokratáknak, hogy most akkor mit kell tenni. És szerintem erre született meg az a nyugodt és higgadt reakció tegnap a miniszterelnökök ülésén, hogy az a miniszterelnökök dolga, hogy hogyan kell egy vitát elrendezni” - mondta Orbán. ",1,13,680,444
