article_text,paragraphs,article,n_characters,news_site,article_text_eng
"A sérülékeny csoportok közül, akiknek állítólag kiemelten biztosítani az európai alapjogokat, nem maradhattak ki a migránsok sem. Az elfogadott dokumentum úgy fogalmaz, hogy a Parlament súlyos aggodalmát fejezi ki a menedékkérők egyes tagállamokban történő erőszakos visszafordítása és az uniós fogadóállomásokon kialakult humanitárius helyzet miatt. Elítélik a menekülteknek humanitárius segítséget nyújtó civil társadalmi szervezetek és egyének megfélemlítését, a letartóztatásokat és büntetőeljárásokat. Mindezzel szemben humanitárius folyosók és humanitárius vízumprogram felállítását kérik.",13,4,595,pestisracok,"Migrants could not be left out of the vulnerable groups to whom the European fundamental rights were alleged to be given priority. The document adopted states that Parliament expresses grave concern about the violent reversal of asylum seekers in certain Member States and the humanitarian situation at the reception stations in the EU. They condemn the intimidation, arrest and prosecution of civil society organisations and individuals providing humanitarian assistance to refugees. In contrast, they are asking for humanitarian corridors and a humanitarian visa programme."
"nem maradhattak ki a migránsok sem. Az elfogadott dokumentum úgy fogalmaz, hogy a Parlament súlyos aggodalmát fejezi ki a menedékkérők egyes tagállamokban történő erőszakos visszafordítása és az uniós fogadóállomásokon kialakult humanitárius helyzet miatt.",14,4,256,pestisracok,the migrants could not be left out. The document adopted states that Parliament expresses grave concern about the violent reversal of asylum seekers in certain Member States and the humanitarian situation at the reception stations in the EU.
humanitárius folyosók és humanitárius vízumprogram felállítását kérik.,15,4,70,pestisracok,request the establishment of humanitarian corridors and a humanitarian visa programme.
"Varga Judit igazságügyi miniszter a jelentésben is érintett témákban, vádak tekintetében a napokban többször kifejtette, hogy a lengyelek és magyarok évszázadok óta számíthatnak egymásra, és most is közösen lépnek fel az ideológiai fenyegetőzések ellen.",16,4,253,pestisracok,"Judit Varga, Minister of Justice, on the issues and charges involved in the report, has repeatedly explained that Poles and Hungarians have been able to rely on each other for centuries, and are still acting together against ideological threats."
"Magyarország számára minden társadalmi csoport fontos, hiszen minden magyar ember érték, értékes része az egésznek, amit magyar nemzetnek hívunk! Alaptörvényünk szerint az emberi méltóság sérthetetlen, ezt mindenkinek tiszteletben kell tartania. Ugyanakkor szeretném, ha mindenki megértené, hogy gyermekeink jogai nem csorbulhatnak egyes érdekcsoportok vagy ideológiai trendek nyomására sem ",17,4,391,pestisracok,"For Hungary, every social group is important, because every Hungarian person is a value and a valuable part of the whole of what we call the Hungarian nation! According to our fundamental law, human dignity is inviolable, and everyone must respect it. At the same time, I would like everyone to understand that the rights of our children should not be affected by the pressure of certain interest groups or ideological trends"
– írta a minap közösségi oldalán a miniszter. A migrációs kérdésekben sem engedünk a nyomásnak. Erről Varga Judit a héten azt írta:,18,4,131,pestisracok,— the minister wrote on his social page the other day. We also do not succumb to pressure on migration issues. About this week Judit Varga wrote:
"2015 óta látjuk, Brüsszelben azt akarják elérni, hogy ne kelljen forrásokat juttatni azon tagállamoknak – sőt büntessék is meg azokat az országokat –, amelyek nem akarnak illegális bevándorlókat befogadni. A magyar kormány a jövőben is megvédi Magyarország és Európa határait, és mindent megtesz annak érdekében, hogy megakadályozza a nemzetközi migránsfolyosók és a szervezett illegális migráció kialakulását.",19,4,410,pestisracok,"Since 2015, we see that in Brussels what they want is not to allocate funds to those Member States that do not want to receive illegal immigrants — and even to punish those countries. The Hungarian government will continue to protect Hungary and Europe's borders and will do its utmost to prevent the development of international migrant corridors and organised illegal migration."
Vezető kép: Európai Parlament,20,4,29,pestisracok,Senior image: European Parliament
"Az állam- és kormányfők decemberi csúcstalálkozójának előkészületeiről vitázott szerda délelőtt az Európai Parlament: az ülésen a költségvetési patthelyzet kérdése, a magyar és a lengyel vétók is hangsúlyos szerepet kapnak – írja a Magyar Nemzet. Az ülésen heves vita zajlott a magyar és a lengyel vétókról, a testület jobboldali politikusai szerint az EP egyszerűen kiprovokálta a költségvetési vétókat, hiszen a beharangozott jogállamisági feltételrendszer nem fér össze az uniós alapszerződésekkel. Jobboldali képviselők szerint a szándék egyértelmű: Brüsszel változást akar látni a jelenleg konzervatív vezetésű országok élén.",1,5,630,pestisracok,"The European Parliament debated the preparations for the December summit of Heads of State and Government on Wednesday morning: the issue of fiscal stalemate, Hungarian and Polish vetos will play a prominent role in the meeting — Magyar Nemzet wrote. There was a heated debate about Hungarian and Polish vetos at the meeting. According to the right-wing politicians of the board, the EP simply provoked budgetary vetos, as the heralded rule of law conditionality does not match the EU's basic treaties. According to right-wing Members, the intention is clear: Brussels wants to see a change in the head of the countries currently being conservatively led."
"A Magyar Nemzet összeállítása szerint Ursula von der Leyen, az Európai Bizottság elnöke az ülés kezdetén hivatalosan is megerősítette, hogy a hétéves keretköltségvetés és a járvány miatti mentőalap is terítékre kerül majd az EU-csúcson, s maga is meglehetősen kritikus volt a mintegy 1800 milliárd eurós csomagot egyelőre megvétózó Magyarországgal és Lengyelországgal szemben.",2,5,376,pestisracok,"According to the Magyar Nemzet, President of the European Commission Ursula von der Leyen officially confirmed at the beginning of the meeting that the seven-year framework budget and the epidemic rescue fund will be held at the EU summit, and it was quite critical of the for the time being, the euro package is vetoed against Hungary and Poland."
"Von der Leyen szerint a beharangozott jogállamisági mechanizmus arányos és szükséges. Mint azt mondta, annak kritikusai az Európai Unió Bíróságán megtámadhatják az eljárást.",3,5,173,pestisracok,"According to Von der Leyen, the envisaged rule of law mechanism is proportionate and necessary. As he said, its critics may challenge the proceedings before the Court of Justice of the European Union."
"Kijelentette azt is, hogy Magyarországon és Lengyelországban is rászorulnak a csomag forrásainak mielőbbi folyósítására.",4,5,120,pestisracok,He also stated that both Hungary and Poland need to disburse the funds of the package as soon as possible.
"Az EP frakcióvezetőinek felszólalása Manfred Weberrel, az Európai Néppárt vezetőjével kezdődött. A bajor politikus Von der Leyenhez hasonlóan kritikus volt Budapesttel és Varsóval szemben, s újra üzent a magyar miniszterelnöknek is.",5,5,232,pestisracok,"The speeches of EP group leaders began with Manfred Weber, Head of the European People's Party. Like Von der Leyen, the Bavarian politician was critical of Budapest and Warsaw, and again sent a message to the Hungarian Prime Minister."
"Orbán Viktor azt mondja, hogy a Lisszaboni Szerződéssel ellentétes a pénzügyi csomag feltételrendszere. Én azt mondom, hogy épp azzal összhangban van. Miért nem visszük az ügyet az Európai Unió Bírósága elé?",6,5,207,pestisracok,Mr. Orbán says that the Treaty of Lisbon contradicts the conditionality of the financial package. I'm saying it's in line with that. Why do not we bring the matter to the Court of Justice of the European Union?
"– hangoztatta Weber, egyúttal felelőtlennek nevezve a magyar és a lengyel kormány döntését.",7,5,91,pestisracok,"— said Weber, at the same time calling the decision of the Hungarian and Polish governments irresponsible."
"A lap beszámolója szerint az EP baloldali politikai csoportjának vezetője, Iratxe García Pérez ugyancsak arról beszélt: amennyiben az uniós parlamenten múlik, egy jottányit sem engednek majd a jogállamisági mechanizmusból. A liberális frakció részéről Dacian Cioloș egészen abszurd képzavart idézett meg, azzal vádolta a magyar és a lengyel kormányt, hogy foglyul ejtik az egész kontinenst megjegyezve,",8,5,402,pestisracok,"According to the newspaper, the leader of the EP's left-wing political group, Iratxe García Pérez also said that if it is up to the EU Parliament, they will not allow a single piece of the rule of law mechanism. From the liberal faction, Dacian Cioloș summoned quite absurd imaginations, accusing the Hungarian and Polish governments of capturing the entire continent,"
